Period\Unit:,[US dollar ]
28/4/2017,1.093
27/4/2017,1.0881
26/4/2017,1.0893
25/4/2017,1.0891
24/4/2017,1.0848
21/4/2017,1.0698
20/4/2017,1.0745
19/4/2017,1.0725
18/4/2017,1.0682
13/4/2017,1.063
12/4/2017,1.0605
11/4/2017,1.0616
10/4/2017,1.0578
7/4/2017,1.063
6/4/2017,1.0666
5/4/2017,1.0678
4/4/2017,1.0651
3/4/2017,1.0661
31/3/2017,1.0691
30/3/2017,1.0737
29/3/2017,1.0748
28/3/2017,1.0859
27/3/2017,1.0889
24/3/2017,1.0805
23/3/2017,1.0786
22/3/2017,1.0807
21/3/2017,1.0802
20/3/2017,1.0752
17/3/2017,1.0737
16/3/2017,1.0726
15/3/2017,1.0622
14/3/2017,1.0631
13/3/2017,1.0663
10/3/2017,1.0606
9/3/2017,1.0551
8/3/2017,1.0556
7/3/2017,1.0576
6/3/2017,1.0592
3/3/2017,1.0565
2/3/2017,1.0514
1/3/2017,1.0533
28/2/2017,1.0597
27/2/2017,1.0587
24/2/2017,1.0609
23/2/2017,1.0573
22/2/2017,1.0513
21/2/2017,1.0537
20/2/2017,1.0616
17/2/2017,1.065
16/2/2017,1.0652
15/2/2017,1.0555
14/2/2017,1.0623
13/2/2017,1.0629
10/2/2017,1.0629
9/2/2017,1.0692
8/2/2017,1.0665
7/2/2017,1.0675
6/2/2017,1.0712
3/2/2017,1.0741
2/2/2017,1.0808
1/2/2017,1.079
31/1/2017,1.0755
30/1/2017,1.063
27/1/2017,1.0681
26/1/2017,1.07
25/1/2017,1.0743
24/1/2017,1.0748
23/1/2017,1.0715
20/1/2017,1.0632
19/1/2017,1.0668
18/1/2017,1.0664
17/1/2017,1.0684
16/1/2017,1.0594
13/1/2017,1.0661
12/1/2017,1.0679
11/1/2017,1.0503
10/1/2017,1.0567
9/1/2017,1.0516
6/1/2017,1.0589
5/1/2017,1.0501
4/1/2017,1.0437
3/1/2017,1.0385
2/1/2017,1.0465
30/12/2016,1.0541
29/12/2016,1.0453
28/12/2016,1.0401
27/12/2016,1.0445
23/12/2016,1.0446
22/12/2016,1.0444
21/12/2016,1.0421
20/12/2016,1.0364
19/12/2016,1.0422
16/12/2016,1.0439
15/12/2016,1.0419
14/12/2016,1.0644
13/12/2016,1.061
12/12/2016,1.0596
9/12/2016,1.0559
8/12/2016,1.0762
7/12/2016,1.073
6/12/2016,1.0734
5/12/2016,1.0702
2/12/2016,1.0642
1/12/2016,1.0627
30/11/2016,1.0635
29/11/2016,1.0576
28/11/2016,1.0588
25/11/2016,1.0592
24/11/2016,1.0548
23/11/2016,1.0602
22/11/2016,1.0617
21/11/2016,1.0631
18/11/2016,1.0629
17/11/2016,1.0717
16/11/2016,1.0702
15/11/2016,1.0765
14/11/2016,1.0777
11/11/2016,1.0904
10/11/2016,1.0895
9/11/2016,1.1022
8/11/2016,1.1038
7/11/2016,1.1062
4/11/2016,1.1093
3/11/2016,1.1064
2/11/2016,1.1095
1/11/2016,1.1025
31/10/2016,1.0946
28/10/2016,1.0922
27/10/2016,1.0927
26/10/2016,1.0925
25/10/2016,1.0872
24/10/2016,1.0891
21/10/2016,1.0886
20/10/2016,1.098
19/10/2016,1.0979
18/10/2016,1.0993
17/10/2016,1.0994
14/10/2016,1.1002
13/10/2016,1.1038
12/10/2016,1.102
11/10/2016,1.1079
10/10/2016,1.116
7/10/2016,1.114
6/10/2016,1.1185
5/10/2016,1.1211
4/10/2016,1.1161
3/10/2016,1.1236
30/9/2016,1.1161
29/9/2016,1.1221
28/9/2016,1.1225
27/9/2016,1.122
26/9/2016,1.1262
23/9/2016,1.1214
22/9/2016,1.1238
21/9/2016,1.115
20/9/2016,1.1184
19/9/2016,1.1165
16/9/2016,1.1226
15/9/2016,1.1254
14/9/2016,1.1218
13/9/2016,1.1247
12/9/2016,1.1226
9/9/2016,1.1268
8/9/2016,1.1296
7/9/2016,1.1237
6/9/2016,1.1159
5/9/2016,1.1156
2/9/2016,1.1193
1/9/2016,1.1146
31/8/2016,1.1132
30/8/2016,1.1168
29/8/2016,1.117
26/8/2016,1.129
25/8/2016,1.129
24/8/2016,1.1268
23/8/2016,1.1339
22/8/2016,1.1306
19/8/2016,1.1326
18/8/2016,1.1321
17/8/2016,1.1276
16/8/2016,1.1295
15/8/2016,1.118
12/8/2016,1.1158
11/8/2016,1.1153
10/8/2016,1.1184
9/8/2016,1.1078
8/8/2016,1.1087
5/8/2016,1.1156
4/8/2016,1.1136
3/8/2016,1.12
2/8/2016,1.1193
1/8/2016,1.1164
29/7/2016,1.1113
28/7/2016,1.109
27/7/2016,1.0991
26/7/2016,1.0997
25/7/2016,1.0982
22/7/2016,1.1014
21/7/2016,1.1015
20/7/2016,1.1013
19/7/2016,1.1035
18/7/2016,1.1053
15/7/2016,1.1128
14/7/2016,1.1157
13/7/2016,1.1072
12/7/2016,1.1092
11/7/2016,1.1049
8/7/2016,1.107
7/7/2016,1.108
6/7/2016,1.1069
5/7/2016,1.1146
4/7/2016,1.1138
1/7/2016,1.1135
30/6/2016,1.1102
29/6/2016,1.109
28/6/2016,1.1073
27/6/2016,1.0998
24/6/2016,1.1066
23/6/2016,1.1389
22/6/2016,1.1283
21/6/2016,1.1314
20/6/2016,1.1332
17/6/2016,1.1254
16/6/2016,1.1174
15/6/2016,1.123
14/6/2016,1.1225
13/6/2016,1.1268
10/6/2016,1.1304
9/6/2016,1.1343
8/6/2016,1.1378
7/6/2016,1.1348
6/6/2016,1.1349
3/6/2016,1.1154
2/6/2016,1.1188
1/6/2016,1.1174
31/5/2016,1.1154
30/5/2016,1.1139
27/5/2016,1.1168
26/5/2016,1.1168
25/5/2016,1.1146
24/5/2016,1.1168
23/5/2016,1.1215
20/5/2016,1.1219
19/5/2016,1.1197
18/5/2016,1.1279
17/5/2016,1.1318
16/5/2016,1.1324
13/5/2016,1.1348
12/5/2016,1.1389
11/5/2016,1.1409
10/5/2016,1.1375
9/5/2016,1.1395
6/5/2016,1.1427
5/5/2016,1.1439
4/5/2016,1.1505
3/5/2016,1.1569
2/5/2016,1.1493
29/4/2016,1.1403
28/4/2016,1.1358
27/4/2016,1.1303
26/4/2016,1.1287
25/4/2016,1.1264
22/4/2016,1.1263
21/4/2016,1.1355
20/4/2016,1.1379
19/4/2016,1.1343
18/4/2016,1.1306
15/4/2016,1.1284
14/4/2016,1.1252
13/4/2016,1.1298
12/4/2016,1.1396
11/4/2016,1.139
8/4/2016,1.1363
7/4/2016,1.1364
6/4/2016,1.1336
5/4/2016,1.1367
4/4/2016,1.138
1/4/2016,1.1432
31/3/2016,1.1385
30/3/2016,1.1324
